orthoGp1: TxA|gene10320_TxA TxA|gene10401_TxA TxA|gene10576_TxA TxA|gene515_TxA TxA|gene7230_TxA TxA|gene9072_TxA TxA|gene10465_TxA TxA|gene3221_TxA TxA|gene5071_TxA TxA|gene8942_TxA TxA|gene10394_TxA TxA|gene10622_TxA TxA|gene6229_TxA TxA|gene10619_TxA TxA|gene3724_TxA TxA|gene1739_TxA TxA|gene7351_TxA TxA|gene2603_TxA TxA|gene5844_TxA TxA|gene3055_TxA TxA|gene4904_TxA TxA|gene6892_TxA TxA|gene9421_TxA TxA|gene9253_TxA TxB|gene10214_TxB TxB|gene10546_TxB TxB|gene3053_TxB TxB|gene7518_TxB TxB|gene1794_TxB TxB|gene3937_TxB TxB|gene3938_TxB TxB|gene9069_TxB TxB|gene1814_TxB TxB|gene965_TxB TxB|gene4220_TxB TxB|gene5757_TxB TxB|gene6742_TxB TxB|gene8458_TxB TxB|gene1162_TxB TxA|gene4938_TxA
orthoGp2: TxB|gene3819_TxB TxB|gene4122_TxB TxB|gene10230_TxB TxB|gene10384_TxB TxB|gene5077_TxB TxB|gene10617_TxB TxB|gene5076_TxB TxB|gene4123_TxB TxB|gene10500_TxB TxB|gene5354_TxB TxB|gene1995_TxB TxB|gene8420_TxB TxB|gene9978_TxB
orthoGp3: TxB|gene3298_TxB TxB|gene5219_TxB TxB|gene7539_TxB TxB|gene7790_TxB TxB|gene4022_TxB TxB|gene6764_TxB TxB|gene9977_TxB TxB|gene7277_TxB TxB|gene5726_TxB TxA|gene1587_TxA TxA|gene6850_TxA
orthoGp4: TxA|gene4089_TxA TxA|gene5479_TxA TxA|gene5566_TxA TxA|gene7213_TxA TxA|gene9485_TxA TxB|gene1172_TxB TxB|gene3446_TxB TxB|gene4288_TxB TxB|gene8205_TxB
orthoGp5: TxA|gene1007_TxA TxA|gene308_TxA TxA|gene7309_TxA TxA|gene1473_TxA TxB|gene10140_TxB TxB|gene4798_TxB TxB|gene6817_TxB TxB|gene973_TxB
orthoGp6: TxA|gene10197_TxA TxA|gene2095_TxA TxA|gene3807_TxA TxA|gene3863_TxA TxB|gene10098_TxB TxB|gene2132_TxB TxB|gene7194_TxB TxB|gene8480_TxB
orthoGp7: TxA|gene151_TxA TxA|gene2566_TxA TxA|gene4953_TxA TxA|gene7986_TxA TxB|gene3661_TxB TxB|gene7029_TxB TxB|gene7596_TxB TxB|gene8837_TxB
orthoGp8: TxA|gene3483_TxA TxA|gene8059_TxA TxA|gene8705_TxA TxA|gene9232_TxA TxB|gene5923_TxB TxB|gene923_TxB TxA|gene3486_TxA TxB|gene4637_TxB
orthoGp9: TxA|gene3778_TxA TxA|gene6997_TxA TxA|gene810_TxA TxA|gene9291_TxA TxB|gene4048_TxB TxB|gene592_TxB TxB|gene6769_TxB TxB|gene9717_TxB
orthoGp10: TxA|gene148_TxA TxA|gene3475_TxA TxA|gene9783_TxA TxB|gene1189_TxB TxB|gene176_TxB TxB|gene7820_TxB TxA|gene7381_TxA
orthoGp11: TxA|gene2562_TxA TxA|gene8943_TxA TxA|gene5723_TxA TxA|gene4124_TxA TxA|gene9882_TxA TxA|gene8845_TxA TxA|gene5072_TxA
orthoGp12: TxA|gene4566_TxA TxA|gene6384_TxA TxB|gene1360_TxB TxB|gene2313_TxB TxB|gene7196_TxB TxB|gene82_TxB TxA|gene7876_TxA
orthoGp13: TxA|gene6961_TxA TxA|gene8681_TxA TxA|gene8472_TxA TxA|gene8680_TxA TxA|gene9280_TxA TxA|gene9285_TxA TxB|gene5081_TxB
orthoGp14: TxA|gene10164_TxA TxA|gene8179_TxA TxA|gene114_TxA TxA|gene3003_TxA TxB|gene4445_TxB TxB|gene5122_TxB
orthoGp15: TxA|gene2557_TxA TxA|gene2564_TxA TxA|gene4830_TxA TxA|gene7565_TxA TxA|gene7665_TxA TxB|gene4766_TxB
orthoGp16: TxA|gene288_TxA TxA|gene5029_TxA TxA|gene8001_TxA TxB|gene5504_TxB TxB|gene7078_TxB TxB|gene578_TxB
orthoGp17: TxB|gene1176_TxB TxB|gene5296_TxB TxB|gene6702_TxB TxB|gene8017_TxB TxB|gene6083_TxB TxA|gene3466_TxA
orthoGp18: TxB|gene3981_TxB TxB|gene4227_TxB TxB|gene9068_TxB TxB|gene8846_TxB TxB|gene871_TxB TxB|gene7352_TxB
orthoGp19: TxA|gene4675_TxA TxA|gene5461_TxA TxB|gene5878_TxB TxB|gene7776_TxB TxB|gene8972_TxB
orthoGp20: TxA|gene4855_TxA TxA|gene4868_TxA TxB|gene1599_TxB TxB|gene1613_TxB TxB|gene1611_TxB
orthoGp21: TxA|gene5561_TxA TxA|gene5562_TxA TxB|gene1874_TxB TxB|gene617_TxB TxB|gene1873_TxB
orthoGp22: TxA|gene5598_TxA TxA|gene8609_TxA TxA|gene9974_TxA TxB|gene2392_TxB TxB|gene9159_TxB
orthoGp23: TxA|gene8020_TxA TxA|gene8025_TxA TxA|gene8400_TxA TxA|gene8051_TxA TxB|gene4624_TxB
orthoGp24: TxB|gene10280_TxB TxB|gene10349_TxB TxB|gene7787_TxB TxB|gene4937_TxB TxB|gene8236_TxB
orthoGp25: TxB|gene1408_TxB TxB|gene2671_TxB TxB|gene3524_TxB TxA|gene613_TxA TxA|gene8683_TxA
orthoGp26: TxB|gene1820_TxB TxB|gene3503_TxB TxB|gene6415_TxB TxB|gene8938_TxB TxA|gene632_TxA
orthoGp27: TxB|gene2509_TxB TxB|gene6085_TxB TxB|gene8682_TxB TxB|gene7712_TxB TxA|gene10227_TxA
orthoGp28: TxB|gene292_TxB TxB|gene3523_TxB TxB|gene481_TxB TxA|gene3293_TxA TxA|gene3854_TxA
orthoGp29: TxB|gene3188_TxB TxB|gene428_TxB TxB|gene8946_TxB TxA|gene2967_TxA TxA|gene3009_TxA
orthoGp30: TxB|gene6065_TxB TxB|gene916_TxB TxB|gene6124_TxB TxB|gene9762_TxB TxA|gene4939_TxA
orthoGp31: TxB|gene3820_TxB TxB|gene7537_TxB TxB|gene7540_TxB TxB|gene3827_TxB TxB|gene6765_TxB
orthoGp32: TxB|gene3866_TxB TxB|gene6701_TxB TxB|gene7826_TxB TxB|gene7041_TxB TxB|gene9545_TxB
orthoGp33: TxA|gene10208_TxA TxA|gene8124_TxA TxA|gene2905_TxA TxB|gene10115_TxB
orthoGp34: TxA|gene1261_TxA TxA|gene8443_TxA TxB|gene1940_TxB TxB|gene8725_TxB
orthoGp35: TxA|gene1672_TxA TxA|gene6866_TxA TxB|gene2597_TxB TxB|gene750_TxB
orthoGp36: TxA|gene1770_TxA TxA|gene3643_TxA TxB|gene4524_TxB TxB|gene6098_TxB
orthoGp37: TxA|gene2141_TxA TxA|gene4245_TxA TxB|gene2169_TxB TxB|gene5982_TxB
orthoGp38: TxA|gene2532_TxA TxA|gene6268_TxA TxB|gene4206_TxB TxB|gene5484_TxB
orthoGp39: TxA|gene2697_TxA TxA|gene612_TxA TxA|gene614_TxA TxA|gene3392_TxA
orthoGp40: TxA|gene270_TxA TxA|gene5645_TxA TxB|gene3634_TxB TxB|gene7079_TxB
orthoGp41: TxA|gene2776_TxA TxA|gene6819_TxA TxA|gene9902_TxA TxB|gene2847_TxB
orthoGp42: TxA|gene3768_TxA TxA|gene3770_TxA TxB|gene3334_TxB TxB|gene5409_TxB
orthoGp43: TxA|gene3852_TxA TxA|gene5559_TxA TxB|gene2950_TxB TxB|gene3332_TxB
orthoGp44: TxA|gene4578_TxA TxA|gene5144_TxA TxB|gene3081_TxB TxB|gene7202_TxB
orthoGp45: TxA|gene5463_TxA TxA|gene6160_TxA TxB|gene6285_TxB TxB|gene7394_TxB
orthoGp46: TxA|gene546_TxA TxA|gene551_TxA TxB|gene9235_TxB TxB|gene9239_TxB
orthoGp47: TxA|gene5647_TxA TxA|gene6856_TxA TxB|gene3632_TxB TxB|gene7336_TxB
orthoGp48: TxA|gene5765_TxA TxA|gene7944_TxA TxB|gene3333_TxB TxB|gene7006_TxB
orthoGp49: TxA|gene5832_TxA TxA|gene7867_TxA TxB|gene246_TxB TxB|gene2514_TxB
orthoGp50: TxA|gene6043_TxA TxA|gene6663_TxA TxB|gene3044_TxB TxB|gene9694_TxB
orthoGp51: TxA|gene6356_TxA TxA|gene9288_TxA TxB|gene3095_TxB TxB|gene4839_TxB
orthoGp52: TxA|gene6473_TxA TxA|gene6486_TxA TxB|gene10120_TxB TxB|gene10121_TxB
orthoGp53: TxA|gene6521_TxA TxA|gene6754_TxA TxB|gene5862_TxB TxB|gene7743_TxB
orthoGp54: TxA|gene6661_TxA TxA|gene7260_TxA TxB|gene6524_TxB TxB|gene9838_TxB
orthoGp55: TxA|gene7097_TxA TxA|gene9883_TxA TxB|gene5749_TxB TxB|gene7080_TxB
orthoGp56: TxA|gene7116_TxA TxA|gene7127_TxA TxB|gene6683_TxB TxB|gene6692_TxB
orthoGp57: TxA|gene766_TxA TxA|gene770_TxA TxB|gene8298_TxB TxB|gene8300_TxB
orthoGp58: TxA|gene8427_TxA TxA|gene8434_TxA TxB|gene8769_TxB TxB|gene8773_TxB
orthoGp59: TxB|gene10385_TxB TxB|gene3891_TxB TxB|gene1451_TxB TxA|gene5361_TxA
orthoGp60: TxB|gene10436_TxB TxB|gene7884_TxB TxA|gene10259_TxA TxA|gene1868_TxA
orthoGp61: TxB|gene1192_TxB TxB|gene291_TxB TxA|gene3292_TxA TxA|gene9525_TxA
orthoGp62: TxB|gene2940_TxB TxB|gene7430_TxB TxA|gene2808_TxA TxA|gene6552_TxA
orthoGp63: TxB|gene3016_TxB TxB|gene954_TxB TxA|gene4639_TxA TxA|gene8005_TxA
orthoGp64: TxB|gene4132_TxB TxB|gene4897_TxB TxB|gene8322_TxB TxA|gene8218_TxA
orthoGp65: TxB|gene51_TxB TxB|gene6284_TxB TxB|gene6281_TxB TxA|gene8693_TxA
orthoGp66: TxB|gene5457_TxB TxB|gene7362_TxB TxB|gene8854_TxB TxA|gene1484_TxA
orthoGp67: TxB|gene5569_TxB TxB|gene8789_TxB TxA|gene1289_TxA TxA|gene2902_TxA
orthoGp68: TxA|gene3712_TxA TxB|gene9052_TxB TxB|gene9779_TxB TxA|gene8041_TxA
orthoGp69: TxA|gene426_TxA TxB|gene7710_TxB TxA|gene6566_TxA TxB|gene846_TxB
orthoGp70: TxA|gene5698_TxA TxB|gene346_TxB TxA|gene7061_TxA TxB|gene3793_TxB
orthoGp71: TxA|gene6593_TxA TxB|gene126_TxB TxB|gene128_TxB TxB|gene132_TxB
orthoGp72: TxA|gene9790_TxA TxB|gene179_TxB TxB|gene180_TxB TxB|gene197_TxB
orthoGp73: TxA|gene1102_TxA TxA|gene9448_TxA TxB|gene3019_TxB
orthoGp74: TxA|gene1543_TxA TxA|gene2277_TxA TxB|gene2007_TxB
orthoGp75: TxA|gene1746_TxA TxA|gene1748_TxA TxB|gene4514_TxB
orthoGp76: TxA|gene1757_TxA TxA|gene1771_TxA TxB|gene4522_TxB
orthoGp77: TxA|gene2404_TxA TxA|gene7363_TxA TxB|gene4465_TxB
orthoGp78: TxA|gene3753_TxA TxA|gene7662_TxA TxB|gene4354_TxB
orthoGp79: TxA|gene5130_TxA TxA|gene5131_TxA TxB|gene336_TxB
orthoGp80: TxA|gene6513_TxA TxA|gene6514_TxA TxB|gene4463_TxB
orthoGp81: TxB|gene10044_TxB TxB|gene7348_TxB TxA|gene2444_TxA
orthoGp82: TxB|gene10175_TxB TxB|gene1989_TxB TxB|gene2230_TxB
orthoGp83: TxB|gene10393_TxB TxB|gene10464_TxB TxA|gene9420_TxA
orthoGp84: TxB|gene1231_TxB TxB|gene4783_TxB TxA|gene3356_TxA
orthoGp85: TxB|gene1314_TxB TxB|gene9508_TxB TxA|gene9347_TxA
orthoGp86: TxB|gene198_TxB TxB|gene9711_TxB TxA|gene9788_TxA
orthoGp87: TxB|gene2232_TxB TxB|gene2261_TxB TxA|gene4218_TxA
orthoGp88: TxB|gene2365_TxB TxB|gene8593_TxB TxA|gene5523_TxA
orthoGp89: TxB|gene2777_TxB TxB|gene3522_TxB TxA|gene9292_TxA
orthoGp90: TxB|gene2845_TxB TxB|gene3635_TxB TxA|gene10490_TxA
orthoGp91: TxB|gene3892_TxB TxB|gene8261_TxB TxA|gene4448_TxA
orthoGp92: TxB|gene4612_TxB TxB|gene4619_TxB TxA|gene8048_TxA
orthoGp93: TxB|gene4785_TxB TxB|gene7766_TxB TxA|gene4674_TxA
orthoGp94: TxB|gene4930_TxB TxB|gene591_TxB TxA|gene372_TxA
orthoGp95: TxB|gene5080_TxB TxB|gene7824_TxB TxA|gene3489_TxA
orthoGp96: TxB|gene5193_TxB TxB|gene5194_TxB TxA|gene8397_TxA
orthoGp97: TxB|gene6004_TxB TxB|gene8842_TxB TxB|gene8007_TxB
orthoGp98: TxB|gene6453_TxB TxB|gene6768_TxB TxB|gene891_TxB
orthoGp99: TxB|gene7373_TxB TxB|gene7789_TxB TxB|gene7794_TxB
orthoGp100: TxB|gene80_TxB TxB|gene81_TxB TxA|gene1352_TxA
orthoGp101: TxB|gene8194_TxB TxB|gene8321_TxB TxA|gene9698_TxA
orthoGp102: TxB|gene8386_TxB TxB|gene8387_TxB TxA|gene6712_TxA
orthoGp103: TxB|gene8911_TxB TxB|gene8928_TxB TxA|gene590_TxA
orthoGp104: TxB|gene2670_TxB TxB|gene4688_TxB TxB|gene9708_TxB
orthoGp105: TxB|gene3815_TxB TxB|gene6760_TxB TxB|gene3826_TxB
orthoGp106: TxB|gene7543_TxB TxB|gene3821_TxB TxB|gene6761_TxB
orthoGp107: TxA|gene4638_TxA TxA|gene4640_TxA TxA|gene6849_TxA
orthoGp108: TxA|gene1006_TxA TxB|gene978_TxB TxB|gene984_TxB
orthoGp109: TxA|gene1054_TxA TxB|gene5289_TxB TxB|gene8748_TxB
orthoGp110: TxA|gene10568_TxA TxB|gene4179_TxB TxA|gene9501_TxA
orthoGp111: TxA|gene10594_TxA TxB|gene3942_TxB TxA|gene2288_TxA
orthoGp112: TxA|gene1086_TxA TxB|gene5652_TxB TxB|gene5653_TxB
orthoGp113: TxA|gene1535_TxA TxB|gene9014_TxB TxB|gene9032_TxB
orthoGp114: TxA|gene1619_TxA TxB|gene6561_TxB TxB|gene9424_TxB
orthoGp115: TxA|gene1630_TxA TxB|gene684_TxB TxB|gene702_TxB
orthoGp116: TxA|gene166_TxA TxB|gene500_TxB TxA|gene171_TxA
orthoGp117: TxA|gene1763_TxA TxB|gene4520_TxB TxA|gene1780_TxA
orthoGp118: TxA|gene2322_TxA TxB|gene5381_TxB TxA|gene2329_TxA
orthoGp119: TxA|gene2848_TxA TxB|gene10074_TxB TxB|gene8895_TxB
orthoGp120: TxA|gene2916_TxA TxB|gene4153_TxB TxA|gene2917_TxA
orthoGp121: TxA|gene3002_TxA TxB|gene4726_TxB TxA|gene3004_TxA
orthoGp122: TxA|gene3418_TxA TxB|gene9650_TxB TxA|gene7166_TxA
orthoGp123: TxA|gene3554_TxA TxB|gene2853_TxB TxA|gene3557_TxA
orthoGp124: TxA|gene4300_TxA TxB|gene5315_TxB TxB|gene5326_TxB
orthoGp125: TxA|gene5398_TxA TxB|gene8806_TxB TxA|gene5404_TxA
orthoGp126: TxA|gene53_TxA TxB|gene4103_TxB TxB|gene4108_TxB
orthoGp127: TxA|gene5412_TxA TxB|gene5174_TxB TxB|gene8925_TxB
orthoGp128: TxA|gene5419_TxA TxB|gene5286_TxB TxA|gene5422_TxA
orthoGp129: TxA|gene5448_TxA TxB|gene9590_TxB TxB|gene9599_TxB
orthoGp130: TxA|gene55_TxA TxB|gene3065_TxB TxB|gene4109_TxB
orthoGp131: TxA|gene5892_TxA TxB|gene2990_TxB TxB|gene2991_TxB
orthoGp132: TxA|gene6053_TxA TxB|gene7391_TxB TxA|gene6054_TxA
orthoGp133: TxA|gene6068_TxA TxB|gene4807_TxB TxB|gene5083_TxB
orthoGp134: TxA|gene6376_TxA TxB|gene9123_TxB TxB|gene9126_TxB
orthoGp135: TxA|gene6511_TxA TxB|gene1719_TxB TxA|gene8192_TxA
orthoGp136: TxA|gene6621_TxA TxB|gene7460_TxB TxB|gene7462_TxB
orthoGp137: TxA|gene6713_TxA TxB|gene8379_TxB TxA|gene6722_TxA
orthoGp138: TxA|gene6727_TxA TxB|gene3652_TxB TxB|gene3653_TxB
orthoGp139: TxA|gene6781_TxA TxB|gene9474_TxB TxA|gene6783_TxA
orthoGp140: TxA|gene6877_TxA TxB|gene1853_TxB TxA|gene6879_TxA
orthoGp141: TxA|gene7150_TxA TxB|gene4724_TxB TxA|gene7878_TxA
orthoGp142: TxA|gene7251_TxA TxB|gene1121_TxB TxB|gene8219_TxB
orthoGp143: TxA|gene7546_TxA TxB|gene9852_TxB TxB|gene9854_TxB
orthoGp144: TxA|gene7666_TxA TxB|gene627_TxB TxA|gene7667_TxA
orthoGp145: TxA|gene7896_TxA TxB|gene5298_TxB TxA|gene7898_TxA
orthoGp146: TxA|gene7987_TxA TxB|gene8835_TxB TxB|gene8836_TxB
orthoGp147: TxA|gene798_TxA TxB|gene8551_TxB TxA|gene799_TxA
orthoGp148: TxA|gene8135_TxA TxB|gene7916_TxB TxB|gene7919_TxB
orthoGp149: TxA|gene8148_TxA TxB|gene7915_TxB TxA|gene8160_TxA
orthoGp150: TxA|gene829_TxA TxB|gene9574_TxB TxB|gene9575_TxB
orthoGp151: TxA|gene8432_TxA TxB|gene8761_TxB TxA|gene8433_TxA
orthoGp152: TxA|gene8568_TxA TxB|gene1138_TxB TxA|gene8571_TxA
orthoGp153: TxA|gene8707_TxA TxB|gene340_TxB TxB|gene6210_TxB
orthoGp154: TxA|gene8850_TxA TxB|gene2677_TxB TxA|gene9121_TxA
orthoGp155: TxA|gene8857_TxA TxB|gene10051_TxB TxB|gene10052_TxB
orthoGp156: TxA|gene9162_TxA TxB|gene3445_TxB TxB|gene3454_TxB
orthoGp157: TxA|gene9208_TxA TxB|gene1106_TxB TxB|gene3168_TxB
orthoGp158: TxA|gene9257_TxA TxB|gene3902_TxB TxB|gene3903_TxB
orthoGp159: TxA|gene9324_TxA TxB|gene3121_TxB TxA|gene9329_TxA
orthoGp160: TxA|gene9341_TxA TxB|gene4750_TxB TxB|gene4757_TxB
orthoGp161: TxA|gene9371_TxA TxB|gene7556_TxB TxA|gene9376_TxA
orthoGp162: TxA|gene9608_TxA TxB|gene6110_TxB TxB|gene6121_TxB
orthoGp163: TxA|gene9738_TxA TxB|gene878_TxB TxA|gene9751_TxA
orthoGp164: TxA|gene9786_TxA TxB|gene187_TxB TxB|gene191_TxB
orthoGp165: TxA|gene9812_TxA TxB|gene298_TxB TxB|gene304_TxB
orthoGp166: TxA|gene9945_TxA TxB|gene9674_TxB TxB|gene9676_TxB
orthoGp167: TxA|gene1478_TxA TxA|gene199_TxA
orthoGp168: TxA|gene1574_TxA TxA|gene4708_TxA
orthoGp169: TxA|gene1731_TxA TxA|gene3629_TxA
orthoGp170: TxA|gene2209_TxA TxA|gene5790_TxA
orthoGp171: TxA|gene2958_TxA TxA|gene396_TxA
orthoGp172: TxA|gene307_TxA TxA|gene8983_TxA
orthoGp173: TxA|gene3529_TxA TxA|gene7311_TxA
orthoGp174: TxA|gene3869_TxA TxA|gene6400_TxA
orthoGp175: TxA|gene3950_TxA TxA|gene6230_TxA
orthoGp176: TxA|gene4351_TxA TxA|gene4353_TxA
orthoGp177: TxA|gene4582_TxA TxA|gene7724_TxA
orthoGp178: TxA|gene5015_TxA TxA|gene6796_TxA
orthoGp179: TxA|gene5565_TxA TxA|gene5909_TxA
orthoGp180: TxA|gene6857_TxA TxA|gene7763_TxA
orthoGp181: TxA|gene8006_TxA TxA|gene8660_TxA
orthoGp182: TxB|gene10386_TxB TxB|gene5721_TxB
orthoGp183: TxB|gene10517_TxB TxB|gene10625_TxB
orthoGp184: TxB|gene1173_TxB TxB|gene9896_TxB
orthoGp185: TxB|gene1251_TxB TxB|gene8320_TxB
orthoGp186: TxB|gene2229_TxB TxB|gene5355_TxB
orthoGp187: TxB|gene5104_TxB TxB|gene5112_TxB
orthoGp188: TxB|gene543_TxB TxB|gene545_TxB
orthoGp189: TxB|gene5764_TxB TxB|gene9914_TxB
orthoGp190: TxB|gene6452_TxB TxB|gene8838_TxB
orthoGp191: TxB|gene660_TxB TxB|gene9859_TxB
orthoGp192: TxB|gene8523_TxB TxB|gene8526_TxB
orthoGp193: TxB|gene8534_TxB TxB|gene8541_TxB
orthoGp194: TxB|gene8815_TxB TxB|gene8826_TxB
orthoGp195: TxB|gene131_TxB TxB|gene9091_TxB
orthoGp196: TxB|gene1620_TxB TxB|gene1621_TxB
orthoGp197: TxB|gene2150_TxB TxB|gene2151_TxB
orthoGp198: TxB|gene2152_TxB TxB|gene2153_TxB
orthoGp199: TxB|gene3015_TxB TxB|gene9337_TxB
orthoGp200: TxB|gene3818_TxB TxB|gene6763_TxB
orthoGp201: TxB|gene499_TxB TxB|gene505_TxB
orthoGp202: TxB|gene6766_TxB TxB|gene7536_TxB
orthoGp203: TxA|gene10008_TxA TxA|gene4037_TxA
orthoGp204: TxA|gene1740_TxA TxA|gene9522_TxA
orthoGp205: TxA|gene4704_TxA TxA|gene472_TxA
orthoGp206: TxA|gene6370_TxA TxA|gene8355_TxA
orthoGp207: TxA|gene7365_TxA TxA|gene8628_TxA
